"행정구역별","품목별","항목","단위","2013 년",
"전  국","농업용 수공구","출하금액[백만원]","백만원","...",
"전  국","농업용 수공구","완제품 연말재고액[백만원]","백만원","...",
"전  국","드릴","사업체수[개]","개","12",
"전  국","드릴","생산액[백만원]","백만원","52878",
"전  국","드릴","출하금액[백만원]","백만원","52665",
"전  국","드릴","완제품 연말재고액[백만원]","백만원","2826",
"전  국","햄머","사업체수[개]","개","2",
"전  국","햄머","생산액[백만원]","백만원","...",
"전  국","햄머","출하금액[백만원]","백만원","...",
"전  국","햄머","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 수공구","사업체수[개]","개","18",
"전  국","기타 수공구","생산액[백만원]","백만원","34643",
"전  국","기타 수공구","출하금액[백만원]","백만원","33876",
"전  국","기타 수공구","완제품 연말재고액[백만원]","백만원","3864",
"전  국","톱(수동식)","사업체수[개]","개","4",
"전  국","톱(수동식)","생산액[백만원]","백만원","13731",
"전  국","톱(수동식)","출하금액[백만원]","백만원","13798",
"전  국","톱(수동식)","완제품 연말재고액[백만원]","백만원","53",
"전  국","톱날","사업체수[개]","개","29",
"전  국","톱날","생산액[백만원]","백만원","88635",
"전  국","톱날","출하금액[백만원]","백만원","88568",
"전  국","톱날","완제품 연말재고액[백만원]","백만원","5285",
"전  국","공작기계용 절삭공구","사업체수[개]","개","157",
"전  국","공작기계용 절삭공구","생산액[백만원]","백만원","1779938",
"전  국","공작기계용 절삭공구","출하금액[백만원]","백만원","1766141",
"전  국","공작기계용 절삭공구","완제품 연말재고액[백만원]","백만원","220587",
"전  국","기타 공작기계용 부속물","사업체수[개]","개","33",
"전  국","기타 공작기계용 부속물","생산액[백만원]","백만원","64650",
"전  국","기타 공작기계용 부속물","출하금액[백만원]","백만원","64333",
"전  국","기타 공작기계용 부속물","완제품 연말재고액[백만원]","백만원","2389",
"전  국","쇠못","사업체수[개]","개","19",
"전  국","쇠못","생산액[백만원]","백만원","137463",
"전  국","쇠못","출하금액[백만원]","백만원","137304",
"전  국","쇠못","완제품 연말재고액[백만원]","백만원","8130",
"전  국","나사못(금속제)","사업체수[개]","개","52",
"전  국","나사못(금속제)","생산액[백만원]","백만원","402386",
"전  국","나사못(금속제)","출하금액[백만원]","백만원","398314",
"전  국","나사못(금속제)","완제품 연말재고액[백만원]","백만원","26230",
"전  국","볼트 및 너트(금속제)","사업체수[개]","개","345",
"전  국","볼트 및 너트(금속제)","생산액[백만원]","백만원","3341535",
"전  국","볼트 및 너트(금속제)","출하금액[백만원]","백만원","3317184",
"전  국","볼트 및 너트(금속제)","완제품 연말재고액[백만원]","백만원","212848",
"전  국","리베트(금속제)","사업체수[개]","개","12",
"전  국","리베트(금속제)","생산액[백만원]","백만원","105917",
"전  국","리베트(금속제)","출하금액[백만원]","백만원","105818",
"전  국","리베트(금속제)","완제품 연말재고액[백만원]","백만원","3465",
"전  국","와셔(금속제)","사업체수[개]","개","36",
"전  국","와셔(금속제)","생산액[백만원]","백만원","127375",
"전  국","와셔(금속제)","출하금액[백만원]","백만원","126046",
"전  국","와셔(금속제)","완제품 연말재고액[백만원]","백만원","4027",
"전  국","기타 금속파스너","사업체수[개]","개","15",
"전  국","기타 금속파스너","생산액[백만원]","백만원","71782",
"전  국","기타 금속파스너","출하금액[백만원]","백만원","72829",
"전  국","기타 금속파스너","완제품 연말재고액[백만원]","백만원","2660",
"전  국","코일스프링","사업체수[개]","개","58",
"전  국","코일스프링","생산액[백만원]","백만원","432222",
"전  국","코일스프링","출하금액[백만원]","백만원","431813",
"전  국","코일스프링","완제품 연말재고액[백만원]","백만원","13914",
"전  국","잎(판상)스프링","사업체수[개]","개","8",
"전  국","잎(판상)스프링","생산액[백만원]","백만원","148887",
"전  국","잎(판상)스프링","출하금액[백만원]","백만원","149049",
"전  국","잎(판상)스프링","완제품 연말재고액[백만원]","백만원","4917",
"전  국","기타 금속스프링","사업체수[개]","개","48",
"전  국","기타 금속스프링","생산액[백만원]","백만원","278402",
"전  국","기타 금속스프링","출하금액[백만원]","백만원","277787",
"전  국","기타 금속스프링","완제품 연말재고액[백만원]","백만원","10213",
"전  국","철망","사업체수[개]","개","107",
"전  국","철망","생산액[백만원]","백만원","522208",
"전  국","철망","출하금액[백만원]","백만원","521610",
"전  국","철망","완제품 연말재고액[백만원]","백만원","21747",
"전  국","와이어로프","사업체수[개]","개","43",
"전  국","와이어로프","생산액[백만원]","백만원","608465",
"전  국","와이어로프","출하금액[백만원]","백만원","606740",
"전  국","와이어로프","완제품 연말재고액[백만원]","백만원","31201",
"전  국","체인(동력전달용 제외)","사업체수[개]","개","15",
"전  국","체인(동력전달용 제외)","생산액[백만원]","백만원","89519",
"전  국","체인(동력전달용 제외)","출하금액[백만원]","백만원","89269",
"전  국","체인(동력전달용 제외)","완제품 연말재고액[백만원]","백만원","3672",
"전  국","기타 철선조립제품","사업체수[개]","개","29",
"전  국","기타 철선조립제품","생산액[백만원]","백만원","69968",
"전  국","기타 철선조립제품","출하금액[백만원]","백만원","69606",
"전  국","기타 철선조립제품","완제품 연말재고액[백만원]","백만원","4685",
"전  국","스틸캔(음식료품용)","사업체수[개]","개","34",
"전  국","스틸캔(음식료품용)","생산액[백만원]","백만원","554199",
"전  국","스틸캔(음식료품용)","출하금액[백만원]","백만원","552251",
"전  국","스틸캔(음식료품용)","완제품 연말재고액[백만원]","백만원","31097",
"전  국","알루미늄캔(음식료품용)","사업체수[개]","개","12",
"전  국","알루미늄캔(음식료품용)","생산액[백만원]","백만원","443341",
"전  국","알루미늄캔(음식료품용)","출하금액[백만원]","백만원","439821",
"전  국","알루미늄캔(음식료품용)","완제품 연말재고액[백만원]","백만원","28968",
"전  국","에어로졸캔","사업체수[개]","개","12",
"전  국","에어로졸캔","생산액[백만원]","백만원","263658",
"전  국","에어로졸캔","출하금액[백만원]","백만원","262750",
"전  국","에어로졸캔","완제품 연말재고액[백만원]","백만원","5339",
"전  국","드럼통","사업체수[개]","개","49",
"전  국","드럼통","생산액[백만원]","백만원","552755",
"전  국","드럼통","출하금액[백만원]","백만원","552813",
"전  국","드럼통","완제품 연말재고액[백만원]","백만원","6982",
"전  국","금속 튜브용기","사업체수[개]","개","19",
"전  국","금속 튜브용기","생산액[백만원]","백만원","66894",
"전  국","금속 튜브용기","출하금액[백만원]","백만원","66677",
"전  국","금속 튜브용기","완제품 연말재고액[백만원]","백만원","2402",
"전  국","기타 금속포장용기","사업체수[개]","개","165",
"전  국","기타 금속포장용기","생산액[백만원]","백만원","640620",
"전  국","기타 금속포장용기","출하금액[백만원]","백만원","640699",
"전  국","기타 금속포장용기","완제품 연말재고액[백만원]","백만원","11998",
"전  국","병마개","사업체수[개]","개","18",
"전  국","병마개","생산액[백만원]","백만원","225293",
"전  국","병마개","출하금액[백만원]","백만원","225548",
"전  국","병마개","완제품 연말재고액[백만원]","백만원","13052",
"전  국","금고","사업체수[개]","개","12",
"전  국","금고","생산액[백만원]","백만원","85249",
"전  국","금고","출하금액[백만원]","백만원","85254",
"전  국","금고","완제품 연말재고액[백만원]","백만원","1523",
"전  국","금고 부품","사업체수[개]","개","2",
"전  국","금고 부품","생산액[백만원]","백만원","...",
"전  국","금고 부품","출하금액[백만원]","백만원","...",
"전  국","금고 부품","완제품 연말재고액[백만원]","백만원","...",
"전  국","알루미늄제 주방 및 식탁용품","사업체수[개]","개","74",
"전  국","알루미늄제 주방 및 식탁용품","생산액[백만원]","백만원","753623",
"전  국","알루미늄제 주방 및 식탁용품","출하금액[백만원]","백만원","745931",
"전  국","알루미늄제 주방 및 식탁용품","완제품 연말재고액[백만원]","백만원","41895",
"전  국","스텐레스 주방 및 식탁용품","사업체수[개]","개","69",
"전  국","스텐레스 주방 및 식탁용품","생산액[백만원]","백만원","202513",
"전  국","스텐레스 주방 및 식탁용품","출하금액[백만원]","백만원","201068",
"전  국","스텐레스 주방 및 식탁용품","완제품 연말재고액[백만원]","백만원","13959",
"전  국","법랑제 주방 및 식탁용품","사업체수[개]","개","2",
"전  국","법랑제 주방 및 식탁용품","생산액[백만원]","백만원","...",
"전  국","법랑제 주방 및 식탁용품","출하금액[백만원]","백만원","...",
"전  국","법랑제 주방 및 식탁용품","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 금속제 주방 및 식탁용품","사업체수[개]","개","10",
"전  국","기타 금속제 주방 및 식탁용품","생산액[백만원]","백만원","11763",
"전  국","기타 금속제 주방 및 식탁용품","출하금액[백만원]","백만원","11408",
"전  국","기타 금속제 주방 및 식탁용품","완제품 연말재고액[백만원]","백만원","1392",
"전  국","싱크상판","사업체수[개]","개","25",
"전  국","싱크상판","생산액[백만원]","백만원","110235",
"전  국","싱크상판","출하금액[백만원]","백만원","111210",
"전  국","싱크상판","완제품 연말재고액[백만원]","백만원","8397",
"전  국","기타 금속 위생용품","사업체수[개]","개","21",
"전  국","기타 금속 위생용품","생산액[백만원]","백만원","84371",
"전  국","기타 금속 위생용품","출하금액[백만원]","백만원","83320",
"전  국","기타 금속 위생용품","완제품 연말재고액[백만원]","백만원","4280",
"전  국","금속표시판","사업체수[개]","개","42",
"전  국","금속표시판","생산액[백만원]","백만원","107209",
"전  국","금속표시판","출하금액[백만원]","백만원","107275",
"전  국","금속표시판","완제품 연말재고액[백만원]","백만원","2199",
"전  국","금속제 액자틀","사업체수[개]","개","3",
"전  국","금속제 액자틀","생산액[백만원]","백만원","8392",
"전  국","금속제 액자틀","출하금액[백만원]","백만원","8078",
"전  국","금속제 액자틀","완제품 연말재고액[백만원]","백만원","454",
"전  국","기타 금속제 장식용품","사업체수[개]","개","36",
"전  국","기타 금속제 장식용품","생산액[백만원]","백만원","117249",
"전  국","기타 금속제 장식용품","출하금액[백만원]","백만원","116942",
"전  국","기타 금속제 장식용품","완제품 연말재고액[백만원]","백만원","3640",
"전  국","용접봉","사업체수[개]","개","26",
"전  국","용접봉","생산액[백만원]","백만원","1135974",
"전  국","용접봉","출하금액[백만원]","백만원","1135870",
"전  국","용접봉","완제품 연말재고액[백만원]","백만원","73412",
"전  국","금속 사다리 및 부품","사업체수[개]","개","16",
"전  국","금속 사다리 및 부품","생산액[백만원]","백만원","61996",
"전  국","금속 사다리 및 부품","출하금액[백만원]","백만원","61666",
"전  국","금속 사다리 및 부품","완제품 연말재고액[백만원]","백만원","1633",
"전  국","선박용 프로펠러, 날 및 닻","사업체수[개]","개","15",
"전  국","선박용 프로펠러, 날 및 닻","생산액[백만원]","백만원","184046",
"전  국","선박용 프로펠러, 날 및 닻","출하금액[백만원]","백만원","167425",
"전  국","선박용 프로펠러, 날 및 닻","완제품 연말재고액[백만원]","백만원","26838",
"전  국","금속제 파킹 및 가스켓","사업체수[개]","개","31",
"전  국","금속제 파킹 및 가스켓","생산액[백만원]","백만원","185192",
"전  국","금속제 파킹 및 가스켓","출하금액[백만원]","백만원","184771",
"전  국","금속제 파킹 및 가스켓","완제품 연말재고액[백만원]","백만원","6276",
"전  국","기타 조립금속제품","사업체수[개]","개","54",
"전  국","기타 조립금속제품","생산액[백만원]","백만원","147532",
"전  국","기타 조립금속제품","출하금액[백만원]","백만원","146054",
"전  국","기타 조립금속제품","완제품 연말재고액[백만원]","백만원","7927",
"전  국","금속제 영구자석 제조","사업체수[개]","개","6",
"전  국","금속제 영구자석 제조","생산액[백만원]","백만원","160699",
"전  국","금속제 영구자석 제조","출하금액[백만원]","백만원","162778",
"전  국","금속제 영구자석 제조","완제품 연말재고액[백만원]","백만원","6503",
"전  국","바늘","사업체수[개]","개","10",
"전  국","바늘","생산액[백만원]","백만원","69668",
"전  국","바늘","출하금액[백만원]","백만원","68903",
"전  국","바늘","완제품 연말재고액[백만원]","백만원","13715",
"전  국","기타 분류안된 금속가공제품","사업체수[개]","개","27",
"전  국","기타 분류안된 금속가공제품","생산액[백만원]","백만원","107555",
"전  국","기타 분류안된 금속가공제품","출하금액[백만원]","백만원","106978",
"전  국","기타 분류안된 금속가공제품","완제품 연말재고액[백만원]","백만원","4349",
"전  국","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","사업체수[개]","개","3659",
"전  국","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","생산액[백만원]","백만원","251192449",
"전  국","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","출하금액[백만원]","백만원","250547772",
"전  국","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","완제품 연말재고액[백만원]","백만원","5756276",
"전  국","D RAM","사업체수[개]","개","4",
"전  국","D RAM","생산액[백만원]","백만원","28152404",
"전  국","D RAM","출하금액[백만원]","백만원","27909158",
"전  국","D RAM","완제품 연말재고액[백만원]","백만원","1471574",
"전  국","S RAM","사업체수[개]","개","3",
"전  국","S RAM","생산액[백만원]","백만원","25156",
"전  국","S RAM","출하금액[백만원]","백만원","25176",
"전  국","S RAM","완제품 연말재고액[백만원]","백만원","446",
"전  국","Flash 메모리 (모듈포함)","사업체수[개]","개","17",
"전  국","Flash 메모리 (모듈포함)","생산액[백만원]","백만원","7475836",
"전  국","Flash 메모리 (모듈포함)","출하금액[백만원]","백만원","7433435",
"전  국","Flash 메모리 (모듈포함)","완제품 연말재고액[백만원]","백만원","337319",
"전  국","기타 반도체 메모리","사업체수[개]","개","20",
"전  국","기타 반도체 메모리","생산액[백만원]","백만원","5805960",
"전  국","기타 반도체 메모리","출하금액[백만원]","백만원","5806250",
"전  국","기타 반도체 메모리","완제품 연말재고액[백만원]","백만원","22293",
"전  국","스탠다드로직","사업체수[개]","개","3",
"전  국","스탠다드로직","생산액[백만원]","백만원","8085770",
"전  국","스탠다드로직","출하금액[백만원]","백만원","8080249",
"전  국","스탠다드로직","완제품 연말재고액[백만원]","백만원","432914",
"전  국","ASIC 로직","사업체수[개]","개","11",
"전  국","ASIC 로직","생산액[백만원]","백만원","2443521",
"전  국","ASIC 로직","출하금액[백만원]","백만원","2423854",
"전  국","ASIC 로직","완제품 연말재고액[백만원]","백만원","53896",
"전  국","마이크로 콤퍼넌트","사업체수[개]","개","8",
"전  국","마이크로 콤퍼넌트","생산액[백만원]","백만원","229123",
"전  국","마이크로 콤퍼넌트","출하금액[백만원]","백만원","229515",
"전  국","마이크로 콤퍼넌트","완제품 연말재고액[백만원]","백만원","6238",
"전  국","바이폴라 IＣ","사업체수[개]","개","5",
"전  국","바이폴라 IＣ","생산액[백만원]","백만원","219245",
"전  국","바이폴라 IＣ","출하금액[백만원]","백만원","221301",
"전  국","바이폴라 IＣ","완제품 연말재고액[백만원]","백만원","3336",
"전  국","기타 모노리식 디지털 집적회로","사업체수[개]","개","3",
"전  국","기타 모노리식 디지털 집적회로","생산액[백만원]","백만원","680650",
"전  국","기타 모노리식 디지털 집적회로","출하금액[백만원]","백만원","682433",
"전  국","기타 모노리식 디지털 집적회로","완제품 연말재고액[백만원]","백만원","3697",
"전  국","아날로그 집적회로","사업체수[개]","개","2",
"전  국","아날로그 집적회로","생산액[백만원]","백만원","...",
"전  국","아날로그 집적회로","출하금액[백만원]","백만원","...",
"전  국","아날로그 집적회로","완제품 연말재고액[백만원]","백만원","...",
"전  국","하이브리드 집적회로","사업체수[개]","개","5",
"전  국","하이브리드 집적회로","생산액[백만원]","백만원","34795",
"전  국","하이브리드 집적회로","출하금액[백만원]","백만원","34543",
"전  국","하이브리드 집적회로","완제품 연말재고액[백만원]","백만원","1165",
"전  국","기타 혼성 집적회로","사업체수[개]","개","5",
"전  국","기타 혼성 집적회로","생산액[백만원]","백만원","138031",
"전  국","기타 혼성 집적회로","출하금액[백만원]","백만원","139201",
"전  국","기타 혼성 집적회로","완제품 연말재고액[백만원]","백만원","911",
"전  국","극소형 조립회로","사업체수[개]","개","9",
"전  국","극소형 조립회로","생산액[백만원]","백만원","2545307",
"전  국","극소형 조립회로","출하금액[백만원]","백만원","2545773",
"전  국","극소형 조립회로","완제품 연말재고액[백만원]","백만원","21708",
"전  국","CMOS이미지센서","사업체수[개]","개","4",
"전  국","CMOS이미지센서","생산액[백만원]","백만원","202436",
"전  국","CMOS이미지센서","출하금액[백만원]","백만원","201263",
"전  국","CMOS이미지센서","완제품 연말재고액[백만원]","백만원","3790",
"전  국","DDI","사업체수[개]","개","7",
"전  국","DDI","생산액[백만원]","백만원","581398",
"전  국","DDI","출하금액[백만원]","백만원","582003",
"전  국","DDI","완제품 연말재고액[백만원]","백만원","9077",
"전  국","전자집적회로 부분품","사업체수[개]","개","31",
"전  국","전자집적회로 부분품","생산액[백만원]","백만원","1287847",
"전  국","전자집적회로 부분품","출하금액[백만원]","백만원","1300485",
"전  국","전자집적회로 부분품","완제품 연말재고액[백만원]","백만원","31959",
"전  국","트랜지스터","사업체수[개]","개","16",
"전  국","트랜지스터","생산액[백만원]","백만원","340150",
"전  국","트랜지스터","출하금액[백만원]","백만원","339995",
"전  국","트랜지스터","완제품 연말재고액[백만원]","백만원","10912",
"전  국","다이오드","사업체수[개]","개","18",
"전  국","다이오드","생산액[백만원]","백만원","351933",
"전  국","다이오드","출하금액[백만원]","백만원","349768",
"전  국","다이오드","완제품 연말재고액[백만원]","백만원","16375",
"전  국","LED(패키징)","사업체수[개]","개","56",
"전  국","LED(패키징)","생산액[백만원]","백만원","3547229",
"전  국","LED(패키징)","출하금액[백만원]","백만원","3537261",
"전  국","LED(패키징)","완제품 연말재고액[백만원]","백만원","120590",
"전  국","감광성 반도체소자","사업체수[개]","개","15",
"전  국","감광성 반도체소자","생산액[백만원]","백만원","474042",
"전  국","감광성 반도체소자","출하금액[백만원]","백만원","480105",
"전  국","감광성 반도체소자","완제품 연말재고액[백만원]","백만원","13648",
"전  국","압전소자","사업체수[개]","개","1",
"전  국","압전소자","생산액[백만원]","백만원","...",
"전  국","압전소자","출하금액[백만원]","백만원","...",
"전  국","압전소자","완제품 연말재고액[백만원]","백만원","...",
"전  국","수정진동자","사업체수[개]","개","6",
"전  국","수정진동자","생산액[백만원]","백만원","56069",
"전  국","수정진동자","출하금액[백만원]","백만원","56103",
"전  국","수정진동자","완제품 연말재고액[백만원]","백만원","867",
"전  국","반도체웨이퍼","사업체수[개]","개","26",
"전  국","반도체웨이퍼","생산액[백만원]","백만원","1348174",
"전  국","반도체웨이퍼","출하금액[백만원]","백만원","1351037",
"전  국","반도체웨이퍼","완제품 연말재고액[백만원]","백만원","89665",
"전  국","LED 에피칩","사업체수[개]","개","11",
"전  국","LED 에피칩","생산액[백만원]","백만원","38494",
"전  국","LED 에피칩","출하금액[백만원]","백만원","38259",
"전  국","LED 에피칩","완제품 연말재고액[백만원]","백만원","2783",
"전  국","기타 반도체개별소자","사업체수[개]","개","23",
"전  국","기타 반도체개별소자","생산액[백만원]","백만원","198728",
"전  국","기타 반도체개별소자","출하금액[백만원]","백만원","192248",
"전  국","기타 반도체개별소자","완제품 연말재고액[백만원]","백만원","14315",
"전  국","태양광웨이퍼","사업체수[개]","개","3",
"전  국","태양광웨이퍼","생산액[백만원]","백만원","67733",
"전  국","태양광웨이퍼","출하금액[백만원]","백만원","72300",
"전  국","태양광웨이퍼","완제품 연말재고액[백만원]","백만원","8951",
"전  국","태양전지","사업체수[개]","개","7",
"전  국","태양전지","생산액[백만원]","백만원","599245",
"전  국","태양전지","출하금액[백만원]","백만원","610071",
"전  국","태양전지","완제품 연말재고액[백만원]","백만원","23311",
"전  국","다이오드, 트랜지스터 및 반도체 부품","사업체수[개]","개","75",
"전  국","다이오드, 트랜지스터 및 반도체 부품","생산액[백만원]","백만원","1296231",
"전  국","다이오드, 트랜지스터 및 반도체 부품","출하금액[백만원]","백만원","1255822",
"전  국","다이오드, 트랜지스터 및 반도체 부품","완제품 연말재고액[백만원]","백만원","93704",
"전  국","노트북용LCD","사업체수[개]","개","10",
"전  국","노트북용LCD","생산액[백만원]","백만원","7422501",
"전  국","노트북용LCD","출하금액[백만원]","백만원","7405761",
"전  국","노트북용LCD","완제품 연말재고액[백만원]","백만원","86537",
"전  국","TV용 LCD","사업체수[개]","개","13",
"전  국","TV용 LCD","생산액[백만원]","백만원","30045424",
"전  국","TV용 LCD","출하금액[백만원]","백만원","29989043",
"전  국","TV용 LCD","완제품 연말재고액[백만원]","백만원","350506",
"전  국","모니터용 LCD","사업체수[개]","개","19",
"전  국","모니터용 LCD","생산액[백만원]","백만원","9499954",
"전  국","모니터용 LCD","출하금액[백만원]","백만원","9491782",
"전  국","모니터용 LCD","완제품 연말재고액[백만원]","백만원","85265",
"전  국","기타 LCD","사업체수[개]","개","20",
"전  국","기타 LCD","생산액[백만원]","백만원","5709910",
"전  국","기타 LCD","출하금액[백만원]","백만원","5692836",
"전  국","기타 LCD","완제품 연말재고액[백만원]","백만원","59006",
"전  국","LCD용 컬러 필터","사업체수[개]","개","4",
"전  국","LCD용 컬러 필터","생산액[백만원]","백만원","766663",
"전  국","LCD용 컬러 필터","출하금액[백만원]","백만원","769310",
"전  국","LCD용 컬러 필터","완제품 연말재고액[백만원]","백만원","25705",
"전  국","LCD용 백라이트 유니트(BLU)","사업체수[개]","개","37",
"전  국","LCD용 백라이트 유니트(BLU)","생산액[백만원]","백만원","2754366",
"전  국","LCD용 백라이트 유니트(BLU)","출하금액[백만원]","백만원","2745325",
"전  국","LCD용 백라이트 유니트(BLU)","완제품 연말재고액[백만원]","백만원","29504",
"전  국","진공형광관","사업체수[개]","개","1",
"전  국","진공형광관","생산액[백만원]","백만원","...",
"전  국","진공형광관","출하금액[백만원]","백만원","...",
"전  국","진공형광관","완제품 연말재고액[백만원]","백만원","...",
"전  국","LCD편광필름","사업체수[개]","개","28",
"전  국","LCD편광필름","생산액[백만원]","백만원","6194197",
"전  국","LCD편광필름","출하금액[백만원]","백만원","6171762",
"전  국","LCD편광필름","완제품 연말재고액[백만원]","백만원","171370",
"전  국","기타 액정표시장치 부품","사업체수[개]","개","64",
"전  국","기타 액정표시장치 부품","생산액[백만원]","백만원","2459247",
"전  국","기타 액정표시장치 부품","출하금액[백만원]","백만원","2461092",
"전  국","기타 액정표시장치 부품","완제품 연말재고액[백만원]","백만원","42936",
"전  국","PDP","사업체수[개]","개","9",
"전  국","PDP","생산액[백만원]","백만원","2165620",
"전  국","PDP","출하금액[백만원]","백만원","2164900",
"전  국","PDP","완제품 연말재고액[백만원]","백만원","40926",
"전  국","OLED","사업체수[개]","개","11",
"전  국","OLED","생산액[백만원]","백만원","7611327",
"전  국","OLED","출하금액[백만원]","백만원","7608075",
"전  국","OLED","완제품 연말재고액[백만원]","백만원","34198",
"전  국","터치스크린 패널","사업체수[개]","개","17",
"전  국","터치스크린 패널","생산액[백만원]","백만원","997309",
"전  국","터치스크린 패널","출하금액[백만원]","백만원","983328",
"전  국","터치스크린 패널","완제품 연말재고액[백만원]","백만원","35396",
"전  국","기타 평판디스플레이 판넬","사업체수[개]","개","4",
"전  국","기타 평판디스플레이 판넬","생산액[백만원]","백만원","40468",
"전  국","기타 평판디스플레이 판넬","출하금액[백만원]","백만원","40187",
"전  국","기타 평판디스플레이 판넬","완제품 연말재고액[백만원]","백만원","915",
"전  국","기타 평판디스플레이 부품","사업체수[개]","개","26",
"전  국","기타 평판디스플레이 부품","생산액[백만원]","백만원","354940",
"전  국","기타 평판디스플레이 부품","출하금액[백만원]","백만원","355877",
"전  국","기타 평판디스플레이 부품","완제품 연말재고액[백만원]","백만원","5220",
"전  국","PDP 필터","사업체수[개]","개","1",
"전  국","PDP 필터","생산액[백만원]","백만원","...",
"전  국","PDP 필터","출하금액[백만원]","백만원","...",
"전  국","PDP 필터","완제품 연말재고액[백만원]","백만원","...",
"전  국","페놀동박적층판","사업체수[개]","개","28",
"전  국","페놀동박적층판","생산액[백만원]","백만원","501443",
"전  국","페놀동박적층판","출하금액[백만원]","백만원","500238",
"전  국","페놀동박적층판","완제품 연말재고액[백만원]","백만원","10437",
"전  국","에폭시동박적층판","사업체수[개]","개","19",
"전  국","에폭시동박적층판","생산액[백만원]","백만원","829982",
"전  국","에폭시동박적층판","출하금액[백만원]","백만원","829869",
"전  국","에폭시동박적층판","완제품 연말재고액[백만원]","백만원","20985",
"전  국","기타 인쇄회로원판","사업체수[개]","개","47",
"전  국","기타 인쇄회로원판","생산액[백만원]","백만원","846092",
"전  국","기타 인쇄회로원판","출하금액[백만원]","백만원","847418",
"전  국","기타 인쇄회로원판","완제품 연말재고액[백만원]","백만원","19447",
"전  국","페놀인쇄회로기판","사업체수[개]","개","14",
"전  국","페놀인쇄회로기판","생산액[백만원]","백만원","610552",
"전  국","페놀인쇄회로기판","출하금액[백만원]","백만원","604973",
"전  국","페놀인쇄회로기판","완제품 연말재고액[백만원]","백만원","15095",
"전  국","에폭시인쇄회로기판","사업체수[개]","개","85",
"전  국","에폭시인쇄회로기판","생산액[백만원]","백만원","4338288",
"전  국","에폭시인쇄회로기판","출하금액[백만원]","백만원","4301829",
"전  국","에폭시인쇄회로기판","완제품 연말재고액[백만원]","백만원","152099",
"전  국","기타 인쇄회로기판","사업체수[개]","개","160",
"전  국","기타 인쇄회로기판","생산액[백만원]","백만원","4554850",
"전  국","기타 인쇄회로기판","출하금액[백만원]","백만원","4520512",
"전  국","기타 인쇄회로기판","완제품 연말재고액[백만원]","백만원","157268",
"전  국","전자부품 실장기판","사업체수[개]","개","210",
"전  국","전자부품 실장기판","생산액[백만원]","백만원","3119910",
"전  국","전자부품 실장기판","출하금액[백만원]","백만원","3114090",
"전  국","전자부품 실장기판","완제품 연말재고액[백만원]","백만원","67451",
"전  국","컬러TV용 음극선관","사업체수[개]","개","1",
"전  국","컬러TV용 음극선관","생산액[백만원]","백만원","...",
"전  국","컬러TV용 음극선관","출하금액[백만원]","백만원","...",
"전  국","컬러TV용 음극선관","완제품 연말재고액[백만원]","백만원","...",
"전  국","컬러모니터용 음극선관","사업체수[개]","개","1",
"전  국","컬러모니터용 음극선관","생산액[백만원]","백만원","...",
"전  국","컬러모니터용 음극선관","출하금액[백만원]","백만원","...",
"전  국","컬러모니터용 음극선관","완제품 연말재고액[백만원]","백만원","...",
"전  국","자전관","사업체수[개]","개","3",
"전  국","자전관","생산액[백만원]","백만원","15224",
"전  국","자전관","출하금액[백만원]","백만원","15249",
"전  국","자전관","완제품 연말재고액[백만원]","백만원","505",
"전  국","기타전자관","사업체수[개]","개","5",
"전  국","기타전자관","생산액[백만원]","백만원","10216",
"전  국","기타전자관","출하금액[백만원]","백만원","10186",
"전  국","기타전자관","완제품 연말재고액[백만원]","백만원","211",
"전  국","PCM(색순도집속장치)","사업체수[개]","개","1",
"전  국","PCM(색순도집속장치)","생산액[백만원]","백만원","...",
"전  국","PCM(색순도집속장치)","출하금액[백만원]","백만원","...",
"전  국","PCM(색순도집속장치)","완제품 연말재고액[백만원]","백만원","...",
"전  국","기타 전자관 부품","사업체수[개]","개","9",
"전  국","기타 전자관 부품","생산액[백만원]","백만원","54255",
"전  국","기타 전자관 부품","출하금액[백만원]","백만원","52708",
"전  국","기타 전자관 부품","완제품 연말재고액[백만원]","백만원","2957",
"전  국","탄탈륨 축전기","사업체수[개]","개","1",
"전  국","탄탈륨 축전기","생산액[백만원]","백만원","...",
"전  국","탄탈륨 축전기","출하금액[백만원]","백만원","...",
"전  국","탄탈륨 축전기","완제품 연말재고액[백만원]","백만원","...",
"전  국","알미늄 전해축전기","사업체수[개]","개","4",
"전  국","알미늄 전해축전기","생산액[백만원]","백만원","239350",
"전  국","알미늄 전해축전기","출하금액[백만원]","백만원","239978",
"전  국","알미늄 전해축전기","완제품 연말재고액[백만원]","백만원","8928",
"전  국","세라믹 유전체의 고정축전기","사업체수[개]","개","13",
"전  국","세라믹 유전체의 고정축전기","생산액[백만원]","백만원","919851",
"전  국","세라믹 유전체의 고정축전기","출하금액[백만원]","백만원","924668",
"전  국","세라믹 유전체의 고정축전기","완제품 연말재고액[백만원]","백만원","33994",
