"산업분류","항목","단위","2020 년",
"그 외 기타 고무제품 제조업","사업체수[개]","개","168",
"그 외 기타 고무제품 제조업","종사자수[명]","명","3786",
"그 외 기타 고무제품 제조업","급여총액[백만원]","백만원","130151",
"그 외 기타 고무제품 제조업","출하액[백만원]","백만원","834836",
"그 외 기타 고무제품 제조업","주요생산비[백만원]","백만원","474099",
"그 외 기타 고무제품 제조업","부가가치[백만원]","백만원","363378",
"그 외 기타 고무제품 제조업","유형자산(연말)[백만원]","백만원","354991",
"플라스틱제품 제조업","사업체수[개]","개","5360",
"플라스틱제품 제조업","종사자수[명]","명","171397",
"플라스틱제품 제조업","급여총액[백만원]","백만원","7013058",
"플라스틱제품 제조업","출하액[백만원]","백만원","56291467",
"플라스틱제품 제조업","주요생산비[백만원]","백만원","35886016",
"플라스틱제품 제조업","부가가치[백만원]","백만원","20293818",
"플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","26069537",
"1차 플라스틱제품 제조업","사업체수[개]","개","1141",
"1차 플라스틱제품 제조업","종사자수[명]","명","38383",
"1차 플라스틱제품 제조업","급여총액[백만원]","백만원","1714761",
"1차 플라스틱제품 제조업","출하액[백만원]","백만원","15393888",
"1차 플라스틱제품 제조업","주요생산비[백만원]","백만원","9938020",
"1차 플라스틱제품 제조업","부가가치[백만원]","백만원","5335737",
"1차 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","7348838",
"플라스틱 선, 봉, 관 및 호스 제조업","사업체수[개]","개","337",
"플라스틱 선, 봉, 관 및 호스 제조업","종사자수[명]","명","9534",
"플라스틱 선, 봉, 관 및 호스 제조업","급여총액[백만원]","백만원","387661",
"플라스틱 선, 봉, 관 및 호스 제조업","출하액[백만원]","백만원","2828347",
"플라스틱 선, 봉, 관 및 호스 제조업","주요생산비[백만원]","백만원","1659263",
"플라스틱 선, 봉, 관 및 호스 제조업","부가가치[백만원]","백만원","1153830",
"플라스틱 선, 봉, 관 및 호스 제조업","유형자산(연말)[백만원]","백만원","1609526",
"플라스틱 필름 제조업","사업체수[개]","개","579",
"플라스틱 필름 제조업","종사자수[명]","명","21687",
"플라스틱 필름 제조업","급여총액[백만원]","백만원","1004474",
"플라스틱 필름 제조업","출하액[백만원]","백만원","9408921",
"플라스틱 필름 제조업","주요생산비[백만원]","백만원","6146919",
"플라스틱 필름 제조업","부가가치[백만원]","백만원","3181298",
"플라스틱 필름 제조업","유형자산(연말)[백만원]","백만원","4540362",
"플라스틱 시트 및 판 제조업","사업체수[개]","개","193",
"플라스틱 시트 및 판 제조업","종사자수[명]","명","5262",
"플라스틱 시트 및 판 제조업","급여총액[백만원]","백만원","239297",
"플라스틱 시트 및 판 제조업","출하액[백만원]","백만원","2560392",
"플라스틱 시트 및 판 제조업","주요생산비[백만원]","백만원","1720936",
"플라스틱 시트 및 판 제조업","부가가치[백만원]","백만원","816834",
"플라스틱 시트 및 판 제조업","유형자산(연말)[백만원]","백만원","899603",
"플라스틱 합성피혁 제조업","사업체수[개]","개","32",
"플라스틱 합성피혁 제조업","종사자수[명]","명","1900",
"플라스틱 합성피혁 제조업","급여총액[백만원]","백만원","83329",
"플라스틱 합성피혁 제조업","출하액[백만원]","백만원","596228",
"플라스틱 합성피혁 제조업","주요생산비[백만원]","백만원","410902",
"플라스틱 합성피혁 제조업","부가가치[백만원]","백만원","183775",
"플라스틱 합성피혁 제조업","유형자산(연말)[백만원]","백만원","299347",
"건축용 플라스틱제품 제조업","사업체수[개]","개","559",
"건축용 플라스틱제품 제조업","종사자수[명]","명","15040",
"건축용 플라스틱제품 제조업","급여총액[백만원]","백만원","607187",
"건축용 플라스틱제품 제조업","출하액[백만원]","백만원","4955110",
"건축용 플라스틱제품 제조업","주요생산비[백만원]","백만원","3151922",
"건축용 플라스틱제품 제조업","부가가치[백만원]","백만원","1804341",
"건축용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","2512650",
"벽 및 바닥 피복용 플라스틱제품 제조업","사업체수[개]","개","59",
"벽 및 바닥 피복용 플라스틱제품 제조업","종사자수[명]","명","3580",
"벽 및 바닥 피복용 플라스틱제품 제조업","급여총액[백만원]","백만원","169131",
"벽 및 바닥 피복용 플라스틱제품 제조업","출하액[백만원]","백만원","1732961",
"벽 및 바닥 피복용 플라스틱제품 제조업","주요생산비[백만원]","백만원","1165916",
"벽 및 바닥 피복용 플라스틱제품 제조업","부가가치[백만원]","백만원","565960",
"벽 및 바닥 피복용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","1050440",
"설치용 및 위생용 플라스틱제품 제조업","사업체수[개]","개","147",
"설치용 및 위생용 플라스틱제품 제조업","종사자수[명]","명","3543",
"설치용 및 위생용 플라스틱제품 제조업","급여총액[백만원]","백만원","139506",
"설치용 및 위생용 플라스틱제품 제조업","출하액[백만원]","백만원","1008172",
"설치용 및 위생용 플라스틱제품 제조업","주요생산비[백만원]","백만원","593826",
"설치용 및 위생용 플라스틱제품 제조업","부가가치[백만원]","백만원","420175",
"설치용 및 위생용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","464990",
"플라스틱 창호 제조업","사업체수[개]","개","251",
"플라스틱 창호 제조업","종사자수[명]","명","5756",
"플라스틱 창호 제조업","급여총액[백만원]","백만원","214562",
"플라스틱 창호 제조업","출하액[백만원]","백만원","1569357",
"플라스틱 창호 제조업","주요생산비[백만원]","백만원","986808",
"플라스틱 창호 제조업","부가가치[백만원]","백만원","582081",
"플라스틱 창호 제조업","유형자산(연말)[백만원]","백만원","692126",
"기타 건축용 플라스틱 조립제품 제조업","사업체수[개]","개","102",
"기타 건축용 플라스틱 조립제품 제조업","종사자수[명]","명","2161",
"기타 건축용 플라스틱 조립제품 제조업","급여총액[백만원]","백만원","83988",
"기타 건축용 플라스틱 조립제품 제조업","출하액[백만원]","백만원","644620",
"기타 건축용 플라스틱 조립제품 제조업","주요생산비[백만원]","백만원","405372",
"기타 건축용 플라스틱 조립제품 제조업","부가가치[백만원]","백만원","236125",
"기타 건축용 플라스틱 조립제품 제조업","유형자산(연말)[백만원]","백만원","305094",
"포장용 플라스틱제품 제조업","사업체수[개]","개","1041",
"포장용 플라스틱제품 제조업","종사자수[명]","명","31021",
"포장용 플라스틱제품 제조업","급여총액[백만원]","백만원","1213218",
"포장용 플라스틱제품 제조업","출하액[백만원]","백만원","8620199",
"포장용 플라스틱제품 제조업","주요생산비[백만원]","백만원","5037847",
"포장용 플라스틱제품 제조업","부가가치[백만원]","백만원","3558678",
"포장용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","4559262",
"플라스틱 포대, 봉투 및 유사제품 제조업","사업체수[개]","개","291",
"플라스틱 포대, 봉투 및 유사제품 제조업","종사자수[명]","명","7066",
"플라스틱 포대, 봉투 및 유사제품 제조업","급여총액[백만원]","백만원","264261",
"플라스틱 포대, 봉투 및 유사제품 제조업","출하액[백만원]","백만원","2030154",
"플라스틱 포대, 봉투 및 유사제품 제조업","주요생산비[백만원]","백만원","1308403",
"플라스틱 포대, 봉투 및 유사제품 제조업","부가가치[백만원]","백만원","720430",
"플라스틱 포대, 봉투 및 유사제품 제조업","유형자산(연말)[백만원]","백만원","865043",
"포장용 플라스틱 성형용기 제조업","사업체수[개]","개","750",
"포장용 플라스틱 성형용기 제조업","종사자수[명]","명","23955",
"포장용 플라스틱 성형용기 제조업","급여총액[백만원]","백만원","948957",
"포장용 플라스틱 성형용기 제조업","출하액[백만원]","백만원","6590045",
"포장용 플라스틱 성형용기 제조업","주요생산비[백만원]","백만원","3729444",
"포장용 플라스틱 성형용기 제조업","부가가치[백만원]","백만원","2838248",
"포장용 플라스틱 성형용기 제조업","유형자산(연말)[백만원]","백만원","3694219",
"기계장비 조립용 플라스틱제품 제조업","사업체수[개]","개","1273",
"기계장비 조립용 플라스틱제품 제조업","종사자수[명]","명","50692",
"기계장비 조립용 플라스틱제품 제조업","급여총액[백만원]","백만원","1985964",
"기계장비 조립용 플라스틱제품 제조업","출하액[백만원]","백만원","16619452",
"기계장비 조립용 플라스틱제품 제조업","주요생산비[백만원]","백만원","11422163",
"기계장비 조립용 플라스틱제품 제조업","부가가치[백만원]","백만원","5203538",
"기계장비 조립용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","6525648",
"운송장비 조립용 플라스틱제품 제조업","사업체수[개]","개","768",
"운송장비 조립용 플라스틱제품 제조업","종사자수[명]","명","35299",
"운송장비 조립용 플라스틱제품 제조업","급여총액[백만원]","백만원","1400668",
"운송장비 조립용 플라스틱제품 제조업","출하액[백만원]","백만원","11931700",
"운송장비 조립용 플라스틱제품 제조업","주요생산비[백만원]","백만원","8421820",
"운송장비 조립용 플라스틱제품 제조업","부가가치[백만원]","백만원","3497105",
"운송장비 조립용 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","4685346",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","사업체수[개]","개","505",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","종사자수[명]","명","15393",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","급여총액[백만원]","백만원","585296",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","출하액[백만원]","백만원","4687752",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","주요생산비[백만원]","백만원","3000343",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","부가가치[백만원]","백만원","1706433",
"기타 기계ㆍ장비 조립용 플라스틱 제품 제조업","유형자산(연말)[백만원]","백만원","1840302",
"플라스틱 발포 성형제품 제조업","사업체수[개]","개","462",
"플라스틱 발포 성형제품 제조업","종사자수[명]","명","12140",
"플라스틱 발포 성형제품 제조업","급여총액[백만원]","백만원","535366",
"플라스틱 발포 성형제품 제조업","출하액[백만원]","백만원","3983800",
"플라스틱 발포 성형제품 제조업","주요생산비[백만원]","백만원","2409515",
"플라스틱 발포 성형제품 제조업","부가가치[백만원]","백만원","1571167",
"플라스틱 발포 성형제품 제조업","유형자산(연말)[백만원]","백만원","1920379",
"폴리스티렌 발포 성형제품 제조업","사업체수[개]","개","291",
"폴리스티렌 발포 성형제품 제조업","종사자수[명]","명","7613",
"폴리스티렌 발포 성형제품 제조업","급여총액[백만원]","백만원","341325",
"폴리스티렌 발포 성형제품 제조업","출하액[백만원]","백만원","2477099",
"폴리스티렌 발포 성형제품 제조업","주요생산비[백만원]","백만원","1508351",
"폴리스티렌 발포 성형제품 제조업","부가가치[백만원]","백만원","962839",
"폴리스티렌 발포 성형제품 제조업","유형자산(연말)[백만원]","백만원","1273507",
"기타 플라스틱 발포 성형제품 제조업","사업체수[개]","개","171",
"기타 플라스틱 발포 성형제품 제조업","종사자수[명]","명","4527",
"기타 플라스틱 발포 성형제품 제조업","급여총액[백만원]","백만원","194041",
"기타 플라스틱 발포 성형제품 제조업","출하액[백만원]","백만원","1506701",
"기타 플라스틱 발포 성형제품 제조업","주요생산비[백만원]","백만원","901164",
"기타 플라스틱 발포 성형제품 제조업","부가가치[백만원]","백만원","608328",
"기타 플라스틱 발포 성형제품 제조업","유형자산(연말)[백만원]","백만원","646872",
"기타 플라스틱제품 제조업","사업체수[개]","개","884",
"기타 플라스틱제품 제조업","종사자수[명]","명","24121",
"기타 플라스틱제품 제조업","급여총액[백만원]","백만원","956562",
"기타 플라스틱제품 제조업","출하액[백만원]","백만원","6719018",
"기타 플라스틱제품 제조업","주요생산비[백만원]","백만원","3926549",
"기타 플라스틱제품 제조업","부가가치[백만원]","백만원","2820357",
"기타 플라스틱제품 제조업","유형자산(연말)[백만원]","백만원","3202760",
"플라스틱 접착처리 제품 제조업","사업체수[개]","개","248",
"플라스틱 접착처리 제품 제조업","종사자수[명]","명","8258",
"플라스틱 접착처리 제품 제조업","급여총액[백만원]","백만원","360928",
"플라스틱 접착처리 제품 제조업","출하액[백만원]","백만원","2725315",
"플라스틱 접착처리 제품 제조업","주요생산비[백만원]","백만원","1670192",
"플라스틱 접착처리 제품 제조업","부가가치[백만원]","백만원","1071481",
"플라스틱 접착처리 제품 제조업","유형자산(연말)[백만원]","백만원","1043643",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","사업체수[개]","개","200",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","종사자수[명]","명","6261",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","급여총액[백만원]","백만원","257584",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","출하액[백만원]","백만원","1587535",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","주요생산비[백만원]","백만원","902864",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","부가가치[백만원]","백만원","686425",
"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업","유형자산(연말)[백만원]","백만원","976601",
"그 외 기타 플라스틱 제품 제조업","사업체수[개]","개","436",
"그 외 기타 플라스틱 제품 제조업","종사자수[명]","명","9602",
"그 외 기타 플라스틱 제품 제조업","급여총액[백만원]","백만원","338050",
"그 외 기타 플라스틱 제품 제조업","출하액[백만원]","백만원","2406168",
"그 외 기타 플라스틱 제품 제조업","주요생산비[백만원]","백만원","1353493",
"그 외 기타 플라스틱 제품 제조업","부가가치[백만원]","백만원","1062451",
"그 외 기타 플라스틱 제품 제조업","유형자산(연말)[백만원]","백만원","1182516",
"비금속 광물제품 제조업","사업체수[개]","개","2773",
"비금속 광물제품 제조업","종사자수[명]","명","86690",
"비금속 광물제품 제조업","급여총액[백만원]","백만원","3550054",
"비금속 광물제품 제조업","출하액[백만원]","백만원","32933881",
"비금속 광물제품 제조업","주요생산비[백만원]","백만원","18435652",
"비금속 광물제품 제조업","부가가치[백만원]","백만원","14401817",
"비금속 광물제품 제조업","유형자산(연말)[백만원]","백만원","22787320",
"유리 및 유리제품 제조업","사업체수[개]","개","466",
"유리 및 유리제품 제조업","종사자수[명]","명","22718",
"유리 및 유리제품 제조업","급여총액[백만원]","백만원","1014736",
"유리 및 유리제품 제조업","출하액[백만원]","백만원","8109028",
"유리 및 유리제품 제조업","주요생산비[백만원]","백만원","4147455",
"유리 및 유리제품 제조업","부가가치[백만원]","백만원","3882236",
"유리 및 유리제품 제조업","유형자산(연말)[백만원]","백만원","7385552",
"판유리 및 판유리 가공품 제조업","사업체수[개]","개","307",
"판유리 및 판유리 가공품 제조업","종사자수[명]","명","9424",
"판유리 및 판유리 가공품 제조업","급여총액[백만원]","백만원","402346",
"판유리 및 판유리 가공품 제조업","출하액[백만원]","백만원","3277190",
"판유리 및 판유리 가공품 제조업","주요생산비[백만원]","백만원","1948547",
"판유리 및 판유리 가공품 제조업","부가가치[백만원]","백만원","1333874",
"판유리 및 판유리 가공품 제조업","유형자산(연말)[백만원]","백만원","1755382",
"판유리 제조업","사업체수[개]","개","14",
"판유리 제조업","종사자수[명]","명","900",
"판유리 제조업","급여총액[백만원]","백만원","50611",
"판유리 제조업","출하액[백만원]","백만원","681183",
"판유리 제조업","주요생산비[백만원]","백만원","334661",
"판유리 제조업","부가가치[백만원]","백만원","342304",
"판유리 제조업","유형자산(연말)[백만원]","백만원","460966",
"안전유리 제조업","사업체수[개]","개","121",
"안전유리 제조업","종사자수[명]","명","3915",
"안전유리 제조업","급여총액[백만원]","백만원","164269",
"안전유리 제조업","출하액[백만원]","백만원","1269032",
"안전유리 제조업","주요생산비[백만원]","백만원","731254",
"안전유리 제조업","부가가치[백만원]","백만원","538185",
"안전유리 제조업","유형자산(연말)[백만원]","백만원","741402",
"기타 판유리 가공품 제조업","사업체수[개]","개","172",
"기타 판유리 가공품 제조업","종사자수[명]","명","4609",
"기타 판유리 가공품 제조업","급여총액[백만원]","백만원","187466",
"기타 판유리 가공품 제조업","출하액[백만원]","백만원","1326975",
"기타 판유리 가공품 제조업","주요생산비[백만원]","백만원","882632",
"기타 판유리 가공품 제조업","부가가치[백만원]","백만원","453385",
"기타 판유리 가공품 제조업","유형자산(연말)[백만원]","백만원","553014",
"산업용 유리 제조업","사업체수[개]","개","102",
"산업용 유리 제조업","종사자수[명]","명","9815",
"산업용 유리 제조업","급여총액[백만원]","백만원","461555",
"산업용 유리 제조업","출하액[백만원]","백만원","3954080",
"산업용 유리 제조업","주요생산비[백만원]","백만원","1775360",
"산업용 유리 제조업","부가가치[백만원]","백만원","2137736",
"산업용 유리 제조업","유형자산(연말)[백만원]","백만원","4986284",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","사업체수[개]","개","53",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","종사자수[명]","명","1996",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","급여총액[백만원]","백만원","92792",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","출하액[백만원]","백만원","753318",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","주요생산비[백만원]","백만원","443323",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","부가가치[백만원]","백만원","316708",
"1차 유리제품, 유리섬유 및 광학용 유리 제조업","유형자산(연말)[백만원]","백만원","497953",
"디스플레이 장치용 유리 제조업","사업체수[개]","개","39",
"디스플레이 장치용 유리 제조업","종사자수[명]","명","7494",
"디스플레이 장치용 유리 제조업","급여총액[백만원]","백만원","353123",
"디스플레이 장치용 유리 제조업","출하액[백만원]","백만원","3098656",
"디스플레이 장치용 유리 제조업","주요생산비[백만원]","백만원","1287138",
"디스플레이 장치용 유리 제조업","부가가치[백만원]","백만원","1760716",
"디스플레이 장치용 유리 제조업","유형자산(연말)[백만원]","백만원","4450311",
"기타 산업용 유리제품 제조업","사업체수[개]","개","10",
"기타 산업용 유리제품 제조업","종사자수[명]","명","325",
"기타 산업용 유리제품 제조업","급여총액[백만원]","백만원","15640",
"기타 산업용 유리제품 제조업","출하액[백만원]","백만원","102106",
"기타 산업용 유리제품 제조업","주요생산비[백만원]","백만원","44899",
"기타 산업용 유리제품 제조업","부가가치[백만원]","백만원","60312",
"기타 산업용 유리제품 제조업","유형자산(연말)[백만원]","백만원","38020",
"기타 유리제품 제조업","사업체수[개]","개","57",
"기타 유리제품 제조업","종사자수[명]","명","3479",
"기타 유리제품 제조업","급여총액[백만원]","백만원","150835",
"기타 유리제품 제조업","출하액[백만원]","백만원","877758",
"기타 유리제품 제조업","주요생산비[백만원]","백만원","423548",
"기타 유리제품 제조업","부가가치[백만원]","백만원","410626",
"기타 유리제품 제조업","유형자산(연말)[백만원]","백만원","643886",
"가정용 유리제품 제조업","사업체수[개]","개","13",
"가정용 유리제품 제조업","종사자수[명]","명","X",
"가정용 유리제품 제조업","급여총액[백만원]","백만원","X",
"가정용 유리제품 제조업","출하액[백만원]","백만원","X",
"가정용 유리제품 제조업","주요생산비[백만원]","백만원","X",
"가정용 유리제품 제조업","부가가치[백만원]","백만원","X",
"가정용 유리제품 제조업","유형자산(연말)[백만원]","백만원","X",
"포장용 유리용기 제조업","사업체수[개]","개","43",
"포장용 유리용기 제조업","종사자수[명]","명","3028",
"포장용 유리용기 제조업","급여총액[백만원]","백만원","131100",
"포장용 유리용기 제조업","출하액[백만원]","백만원","711745",
"포장용 유리용기 제조업","주요생산비[백만원]","백만원","342713",
"포장용 유리용기 제조업","부가가치[백만원]","백만원","357630",
"포장용 유리용기 제조업","유형자산(연말)[백만원]","백만원","499239",
"그 외 기타 유리제품 제조업","사업체수[개]","개","1",
"그 외 기타 유리제품 제조업","종사자수[명]","명","X",
"그 외 기타 유리제품 제조업","급여총액[백만원]","백만원","X",
"그 외 기타 유리제품 제조업","출하액[백만원]","백만원","X",
"그 외 기타 유리제품 제조업","주요생산비[백만원]","백만원","X",
"그 외 기타 유리제품 제조업","부가가치[백만원]","백만원","X",
"그 외 기타 유리제품 제조업","유형자산(연말)[백만원]","백만원","X",
"내화, 비내화 요업제품 제조업","사업체수[개]","개","238",
"내화, 비내화 요업제품 제조업","종사자수[명]","명","10079",
"내화, 비내화 요업제품 제조업","급여총액[백만원]","백만원","416242",
"내화, 비내화 요업제품 제조업","출하액[백만원]","백만원","2358543",
"내화, 비내화 요업제품 제조업","주요생산비[백만원]","백만원","1237164",
"내화, 비내화 요업제품 제조업","부가가치[백만원]","백만원","1097387",
"내화, 비내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","1324800",
"내화 요업제품 제조업","사업체수[개]","개","60",
"내화 요업제품 제조업","종사자수[명]","명","2934",
"내화 요업제품 제조업","급여총액[백만원]","백만원","141307",
"내화 요업제품 제조업","출하액[백만원]","백만원","1222793",
"내화 요업제품 제조업","주요생산비[백만원]","백만원","733747",
"내화 요업제품 제조업","부가가치[백만원]","백만원","467674",
"내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","378745",
"정형 내화 요업제품 제조업","사업체수[개]","개","33",
"정형 내화 요업제품 제조업","종사자수[명]","명","1477",
"정형 내화 요업제품 제조업","급여총액[백만원]","백만원","75438",
"정형 내화 요업제품 제조업","출하액[백만원]","백만원","602459",
"정형 내화 요업제품 제조업","주요생산비[백만원]","백만원","358833",
"정형 내화 요업제품 제조업","부가가치[백만원]","백만원","233471",
"정형 내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","164723",
"부정형 내화 요업제품 제조업","사업체수[개]","개","27",
"부정형 내화 요업제품 제조업","종사자수[명]","명","1457",
"부정형 내화 요업제품 제조업","급여총액[백만원]","백만원","65869",
"부정형 내화 요업제품 제조업","출하액[백만원]","백만원","620334",
"부정형 내화 요업제품 제조업","주요생산비[백만원]","백만원","374914",
"부정형 내화 요업제품 제조업","부가가치[백만원]","백만원","234203",
"부정형 내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","214022",
"비내화 일반도자기 제조업","사업체수[개]","개","120",
"비내화 일반도자기 제조업","종사자수[명]","명","4799",
"비내화 일반도자기 제조업","급여총액[백만원]","백만원","181716",
"비내화 일반도자기 제조업","출하액[백만원]","백만원","745223",
"비내화 일반도자기 제조업","주요생산비[백만원]","백만원","328453",
"비내화 일반도자기 제조업","부가가치[백만원]","백만원","424132",
"비내화 일반도자기 제조업","유형자산(연말)[백만원]","백만원","579600",
"가정용 및 장식용 도자기 제조업","사업체수[개]","개","41",
"가정용 및 장식용 도자기 제조업","종사자수[명]","명","1176",
"가정용 및 장식용 도자기 제조업","급여총액[백만원]","백만원","32229",
"가정용 및 장식용 도자기 제조업","출하액[백만원]","백만원","121750",
"가정용 및 장식용 도자기 제조업","주요생산비[백만원]","백만원","49065",
"가정용 및 장식용 도자기 제조업","부가가치[백만원]","백만원","71285",
"가정용 및 장식용 도자기 제조업","유형자산(연말)[백만원]","백만원","57388",
"위생용 및 산업용 도자기 제조업","사업체수[개]","개","71",
"위생용 및 산업용 도자기 제조업","종사자수[명]","명","3496",
"위생용 및 산업용 도자기 제조업","급여총액[백만원]","백만원","144569",
"위생용 및 산업용 도자기 제조업","출하액[백만원]","백만원","609689",
"위생용 및 산업용 도자기 제조업","주요생산비[백만원]","백만원","273948",
"위생용 및 산업용 도자기 제조업","부가가치[백만원]","백만원","344574",
"위생용 및 산업용 도자기 제조업","유형자산(연말)[백만원]","백만원","518989",
"기타 일반 도자기 제조업","사업체수[개]","개","8",
"기타 일반 도자기 제조업","종사자수[명]","명","127",
"기타 일반 도자기 제조업","급여총액[백만원]","백만원","4918",
"기타 일반 도자기 제조업","출하액[백만원]","백만원","13784",
"기타 일반 도자기 제조업","주요생산비[백만원]","백만원","5440",
"기타 일반 도자기 제조업","부가가치[백만원]","백만원","8273",
"기타 일반 도자기 제조업","유형자산(연말)[백만원]","백만원","3223",
"건축용 비내화 요업제품 제조업","사업체수[개]","개","58",
"건축용 비내화 요업제품 제조업","종사자수[명]","명","2346",
"건축용 비내화 요업제품 제조업","급여총액[백만원]","백만원","93219",
"건축용 비내화 요업제품 제조업","출하액[백만원]","백만원","390527",
"건축용 비내화 요업제품 제조업","주요생산비[백만원]","백만원","174964",
"건축용 비내화 요업제품 제조업","부가가치[백만원]","백만원","205581",
"건축용 비내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","366455",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","사업체수[개]","개","30",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","종사자수[명]","명","930",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","급여총액[백만원]","백만원","31589",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","출하액[백만원]","백만원","147928",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","주요생산비[백만원]","백만원","62909",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","부가가치[백만원]","백만원","81369",
"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","150060",
"타일 및 유사 비내화 요업제품 제조업","사업체수[개]","개","24",
"타일 및 유사 비내화 요업제품 제조업","종사자수[명]","명","1371",
"타일 및 유사 비내화 요업제품 제조업","급여총액[백만원]","백만원","59395",
"타일 및 유사 비내화 요업제품 제조업","출하액[백만원]","백만원","236301",
"타일 및 유사 비내화 요업제품 제조업","주요생산비[백만원]","백만원","109801",
"타일 및 유사 비내화 요업제품 제조업","부가가치[백만원]","백만원","119527",
"타일 및 유사 비내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","211498",
"기타 건축용 비내화 요업제품 제조업","사업체수[개]","개","4",
"기타 건축용 비내화 요업제품 제조업","종사자수[명]","명","45",
"기타 건축용 비내화 요업제품 제조업","급여총액[백만원]","백만원","2235",
"기타 건축용 비내화 요업제품 제조업","출하액[백만원]","백만원","6298",
"기타 건축용 비내화 요업제품 제조업","주요생산비[백만원]","백만원","2254",
"기타 건축용 비내화 요업제품 제조업","부가가치[백만원]","백만원","4685",
"기타 건축용 비내화 요업제품 제조업","유형자산(연말)[백만원]","백만원","4897",
"시멘트, 석회, 플라스터 및 그 제품 제조업","사업체수[개]","개","1535",
"시멘트, 석회, 플라스터 및 그 제품 제조업","종사자수[명]","명","42536",
"시멘트, 석회, 플라스터 및 그 제품 제조업","급여총액[백만원]","백만원","1612036",
"시멘트, 석회, 플라스터 및 그 제품 제조업","출하액[백만원]","백만원","18785566",
"시멘트, 석회, 플라스터 및 그 제품 제조업","주요생산비[백만원]","백만원","11109650",
"시멘트, 석회, 플라스터 및 그 제품 제조업","부가가치[백만원]","백만원","7681645",
"시멘트, 석회, 플라스터 및 그 제품 제조업","유형자산(연말)[백만원]","백만원","11753001",
"시멘트, 석회 및 플라스터 제조업","사업체수[개]","개","93",
"시멘트, 석회 및 플라스터 제조업","종사자수[명]","명","5497",
"시멘트, 석회 및 플라스터 제조업","급여총액[백만원]","백만원","327115",
"시멘트, 석회 및 플라스터 제조업","출하액[백만원]","백만원","4354581",
"시멘트, 석회 및 플라스터 제조업","주요생산비[백만원]","백만원","2556275",
"시멘트, 석회 및 플라스터 제조업","부가가치[백만원]","백만원","1786647",
"시멘트, 석회 및 플라스터 제조업","유형자산(연말)[백만원]","백만원","4071911",
"시멘트 제조업","사업체수[개]","개","56",
"시멘트 제조업","종사자수[명]","명","4212",
"시멘트 제조업","급여총액[백만원]","백만원","262418",
"시멘트 제조업","출하액[백만원]","백만원","3578090",
"시멘트 제조업","주요생산비[백만원]","백만원","2056291",
"시멘트 제조업","부가가치[백만원]","백만원","1514292",
"시멘트 제조업","유형자산(연말)[백만원]","백만원","3775360",
"석회 및 플라스터 제조업","사업체수[개]","개","37",
"석회 및 플라스터 제조업","종사자수[명]","명","1285",
"석회 및 플라스터 제조업","급여총액[백만원]","백만원","64697",
"석회 및 플라스터 제조업","출하액[백만원]","백만원","776491",
"석회 및 플라스터 제조업","주요생산비[백만원]","백만원","499984",
"석회 및 플라스터 제조업","부가가치[백만원]","백만원","272355",
"석회 및 플라스터 제조업","유형자산(연말)[백만원]","백만원","296551",
"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","사업체수[개]","개","1442",
